Year,State,Type of Producer,Energy Source,Megawatthours
1991,IN,Total Electric Power Industry,Other Biomass,33114.0
1991,IN,Total Electric Power Industry,Other Gases,2107806.0
1991,IN,Total Electric Power Industry,Petroleum,529353.0
1991,IN,"Electric Generators, Electric Utilities",Total,98199986.0
1991,IN,"Electric Generators, Electric Utilities",Coal,96526976.0
1991,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,399051.0
1991,IN,"Electric Generators, Electric Utilities",Natural Gas,919662.0
1991,IN,"Electric Generators, Electric Utilities",Petroleum,354297.0
1991,IN,"Combined Heat and Power, Industrial Power",Total,3647595.0
1991,IN,"Combined Heat and Power, Industrial Power",Coal,842324.0
1991,IN,"Combined Heat and Power, Industrial Power",Natural Gas,523311.0
1991,IN,"Combined Heat and Power, Industrial Power",Other Gases,2107806.0
1991,IN,"Combined Heat and Power, Industrial Power",Petroleum,174154.0
1991,IN,"Combined Heat and Power, Commercial Power",Total,133718.0
1991,IN,"Combined Heat and Power, Commercial Power",Coal,87927.0
1991,IN,"Combined Heat and Power, Commercial Power",Natural Gas,11775.0
1991,IN,"Combined Heat and Power, Commercial Power",Other Biomass,33114.0
1991,IN,"Combined Heat and Power, Commercial Power",Petroleum,902.0
1991,KS,Total Electric Power Industry,Total,32630743.0
1991,KS,Total Electric Power Industry,Coal,23435008.0
1991,KS,Total Electric Power Industry,Hydroelectric Conventional,10567.0
1991,KS,Total Electric Power Industry,Natural Gas,3265529.0
1991,KS,Total Electric Power Industry,Nuclear,5858613.0
1991,KS,Total Electric Power Industry,Petroleum,60984.0
1991,KS,Total Electric Power Industry,Wind,42.0
1991,KS,"Electric Generators, Independent Power Producers",Total,1465.0
1991,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1465.0
1991,KS,"Electric Generators, Electric Utilities",Total,32314825.0
1991,KS,"Electric Generators, Electric Utilities",Coal,23435008.0
1991,KS,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9102.0
1991,KS,"Electric Generators, Electric Utilities",Natural Gas,2959358.0
1991,KS,"Electric Generators, Electric Utilities",Nuclear,5858613.0
1991,KS,"Electric Generators, Electric Utilities",Petroleum,52702.0
1991,KS,"Electric Generators, Electric Utilities",Wind,42.0
1991,KS,"Combined Heat and Power, Industrial Power",Total,314453.0
1991,KS,"Combined Heat and Power, Industrial Power",Natural Gas,306171.0
1991,KS,"Combined Heat and Power, Industrial Power",Petroleum,8282.0
1991,KY,Total Electric Power Industry,Total,75505081.0
1991,KY,Total Electric Power Industry,Coal,71713851.0
1991,KY,Total Electric Power Industry,Hydroelectric Conventional,3657801.0
1991,KY,Total Electric Power Industry,Natural Gas,21871.0
1991,KY,Total Electric Power Industry,Petroleum,111558.0
1991,KY,"Electric Generators, Electric Utilities",Total,75505081.0
1991,KY,"Electric Generators, Electric Utilities",Coal,71713851.0
1991,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3657801.0
1991,KY,"Electric Generators, Electric Utilities",Natural Gas,21871.0
1991,KY,"Electric Generators, Electric Utilities",Petroleum,111558.0
1991,LA,Total Electric Power Industry,Total,74972693.0
1991,LA,Total Electric Power Industry,Coal,18968479.0
1991,LA,Total Electric Power Industry,Hydroelectric Conventional,656492.0
1991,LA,Total Electric Power Industry,Natural Gas,36363381.0
1991,LA,Total Electric Power Industry,Nuclear,13956196.0
1991,LA,Total Electric Power Industry,Other,1583053.0
1991,LA,Total Electric Power Industry,Other Biomass,91661.0
1991,LA,Total Electric Power Industry,Other Gases,955600.0
1991,LA,Total Electric Power Industry,Petroleum,55760.0
1991,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2342071.0
1991,LA,"Electric Generators, Independent Power Producers",Total,748753.0
1991,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,656492.0
1991,LA,"Electric Generators, Independent Power Producers",Natural Gas,600.0
1991,LA,"Electric Generators, Independent Power Producers",Other Biomass,91661.0
1991,LA,"Electric Generators, Independent Power Producers",Petroleum,0.0
1991,LA,"Electric Generators, Electric Utilities",Total,57157976.0
1991,LA,"Electric Generators, Electric Utilities",Coal,18911856.0
1991,LA,"Electric Generators, Electric Utilities",Natural Gas,24244619.0
1991,LA,"Electric Generators, Electric Utilities",Nuclear,13956196.0
1991,LA,"Electric Generators, Electric Utilities",Petroleum,45305.0
1991,LA,"Combined Heat and Power, Industrial Power",Total,15457489.0
1991,LA,"Combined Heat and Power, Industrial Power",Coal,56623.0
1991,LA,"Combined Heat and Power, Industrial Power",Natural Gas,10509687.0
1991,LA,"Combined Heat and Power, Industrial Power",Other,1583053.0
1991,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
1991,LA,"Combined Heat and Power, Industrial Power",Other Gases,955600.0
1991,LA,"Combined Heat and Power, Industrial Power",Petroleum,10455.0
1991,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2342071.0
1991,LA,"Combined Heat and Power, Electric Power",Total,1580946.0
1991,LA,"Combined Heat and Power, Electric Power",Natural Gas,1580946.0
1991,LA,"Combined Heat and Power, Commercial Power",Total,27529.0
1991,LA,"Combined Heat and Power, Commercial Power",Natural Gas,27529.0
1991,MA,Total Electric Power Industry,Total,41019791.0
1991,MA,Total Electric Power Industry,Coal,11985593.0
1991,MA,Total Electric Power Industry,Hydroelectric Conventional,1114929.0
1991,MA,Total Electric Power Industry,Natural Gas,6329862.0
1991,MA,Total Electric Power Industry,Nuclear,4416611.0
1991,MA,Total Electric Power Industry,Other Biomass,1634651.0
1991,MA,Total Electric Power Industry,Other Gases,800.0
1991,MA,Total Electric Power Industry,Petroleum,16159825.0
1991,MA,Total Electric Power Industry,Pumped Storage,-622480.0
1991,MA,"Electric Generators, Independent Power Producers",Total,1772224.0
1991,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,248483.0
1991,MA,"Electric Generators, Independent Power Producers",Natural Gas,6901.0
1991,MA,"Electric Generators, Independent Power Producers",Other Biomass,1507484.0
1991,MA,"Electric Generators, Independent Power Producers",Petroleum,9356.0
1991,MA,"Electric Generators, Electric Utilities",Total,35802358.0
1991,MA,"Electric Generators, Electric Utilities",Coal,11861344.0
1991,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,855193.0
1991,MA,"Electric Generators, Electric Utilities",Natural Gas,3679433.0
1991,MA,"Electric Generators, Electric Utilities",Nuclear,4416611.0
1991,MA,"Electric Generators, Electric Utilities",Petroleum,15612257.0
1991,MA,"Electric Generators, Electric Utilities",Pumped Storage,-622480.0
1991,MA,"Combined Heat and Power, Industrial Power",Total,546313.0
1991,MA,"Combined Heat and Power, Industrial Power",Coal,50414.0
1991,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,11253.0
1991,MA,"Combined Heat and Power, Industrial Power",Natural Gas,166306.0
1991,MA,"Combined Heat and Power, Industrial Power",Other Biomass,64046.0
1991,MA,"Combined Heat and Power, Industrial Power",Petroleum,254294.0
1991,MA,"Combined Heat and Power, Electric Power",Total,2573039.0
1991,MA,"Combined Heat and Power, Electric Power",Coal,73835.0
1991,MA,"Combined Heat and Power, Electric Power",Natural Gas,2440904.0
1991,MA,"Combined Heat and Power, Electric Power",Other Biomass,45541.0
1991,MA,"Combined Heat and Power, Electric Power",Other Gases,800.0
1991,MA,"Combined Heat and Power, Electric Power",Petroleum,11959.0
1991,MA,"Combined Heat and Power, Commercial Power",Total,325857.0
1991,MA,"Combined Heat and Power, Commercial Power",Natural Gas,36318.0
1991,MA,"Combined Heat and Power, Commercial Power",Other Biomass,17580.0
1991,MA,"Combined Heat and Power, Commercial Power",Petroleum,271959.0
1991,MD,Total Electric Power Industry,Total,39850884.0
1991,MD,Total Electric Power Industry,Coal,22835671.0
1991,MD,Total Electric Power Industry,Hydroelectric Conventional,1407287.0
1991,MD,Total Electric Power Industry,Natural Gas,1517463.0
1991,MD,Total Electric Power Industry,Nuclear,9036100.0
1991,MD,Total Electric Power Industry,Other Biomass,336551.0
1991,MD,Total Electric Power Industry,Other Gases,478704.0
1991,MD,Total Electric Power Industry,Petroleum,4078506.0
1991,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,160602.0
1991,MD,"Electric Generators, Independent Power Producers",Total,19857.0
1991,MD,"Electric Generators, Independent Power Producers",Other Biomass,19857.0
1991,MD,"Electric Generators, Electric Utilities",Total,38215120.0
1991,MD,"Electric Generators, Electric Utilities",Coal,22622989.0
1991,MD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1407287.0
1991,MD,"Electric Generators, Electric Utilities",Natural Gas,1213523.0
1991,MD,"Electric Generators, Electric Utilities",Nuclear,9036100.0
1991,MD,"Electric Generators, Electric Utilities",Other Biomass,0.0
